name	figi	ticker	class_code
GILEAD	US3755581036	US3755581036	SPBXM_OTC
Teleflex Inc	BBG000BV59Y6	TFX	SPBXM
Invesco	TCSF91BT1088	BMG491BT1088	A29
Buckle Inc/The	BBG000BD9525	US1184401065	BKE
Apollo Global Management	BBG00ZNLTFK3	APO	SPBXM
Walt Disney	TCSF46871060	US2546871060	A30
Walt Disney	US2546871060	US2546871060	SPBXM_OTC
BJ's Restaurants Inc	TCSF180C1062	US09180C1062	A29
MasTec, Inc.	BBG000DYXD23	US5763231090	MTZ
Cisco	TCS7275R1023	CSCO-RM	FQBR
Полюс	RU000A0JNAA8	RU000A0JNAA8	SPBXM_OTC
Exact Sciences Corp	BBG000CWL0F5	EXAS	SPBXM
Johnson Controls	BBG000BVWLJ6	JCI	SPBXM
Apartment Income REIT	TCSF750L1098	US03750L1098	A29
10X Genomics Inc	BBG007WX14X0	TXG	SPBXM
Renewable Energy Group Inc	BBG0016SSV00	REGI	SPBXM
Mid-America Apartment REIT	TCSF522J1034	US59522J1034	A30
TherapeuticsMD	TCSF338N2062	US88338N2062	A29
TransUnion	TCSF400J1079	US89400J1079	A30
Elevate Credit Inc	BBG006YJ6M39	ELVT	ELVT
Uber	US90353T1007	US90353T1007	SPBXM_OTC
RH	TCSF967X1037	US74967X1037	A29
Abiomed Inc	US0036541003	US0036541003	SPBXM_OTC
Lyell Immunopharma	BBG00RNXFN14	LYEL	SPBXM
Brookfield Corporation	TCSF271J1075	CA11271J1075	A30
Corteva Inc	TCSF052L1044	US22052L1044	A29
Great Lakes Dredge & Dock Corporation	BBG000QT43H8	GLDD	GLDD
Fluent	BBG000TWSVB6	FLNT	FLNT
Stryker	TCSF36671013	US8636671013	A29
Itau Unibanco Holding SA	TCSF55621062	US4655621062	A30
Noventiq ГДР	TCS1407L2079	SFTL@GS	SPBEQRU
CNB Financial Corporation	TCSF61281075	US1261281075	A29
Green Brick Partners	BBG000QGYG84	GRBK	SPBXM
Sirius XM Holdings Inc	TCSF968B1035	US82968B1035	A29
General Electric Company	TCS696041033	GEold	SPBXM
Adtalem Global Education Inc	US00737L1035	US00737L1035	SPBXM_OTC
Hologic	TCSF64401012	US4364401012	A29
Xiaomi АДР	TCSF421U1088	US98421U1088	A30
NAC Kazatomprom JSC	BBG00MJM7K82	KAP@GS	SPBXM
Turkcell	TCSF01112047	US9001112047	A30
Oaktree Specialty Lending Corp	TCSF401P4054	US67401P4054	A30
Smart Sand Inc	TCSF191H1077	US83191H1077	A29
Transportadora de Gas del Sur	TCSF38702045	US8938702045	A30
Dana Inc	TCSF58252052	US2358252052	A30
SONOS INC	TCSF570H1086	US83570H1086	A30
Bayer	TCS00BAY0017	DE000BAY0017	A11
Cintas	TCSF29081059	US1729081059	A29
VeriSign	TCSF343E1029	US92343E1029	A30
CF Acquisition Corp IV	BBG00YHXZWV1	CFIV	CFIV
Cohen & Steers Inc	TCSF247A1007	US19247A1007	A30
Amarin Corp PLC	BBG000BPYG99	US0231112063	AMRN
AMC Entertainment Holdings Inc	TCSF165C3025	US00165C3025	A30
SPS Commerce Inc	TCSF463M1071	US78463M1071	A29
Shoals Technologies Group, Inc.	BBG00YQ82275	SHLS	SPBXM
Bolt Biotherapeutics	BBG00N8MY5V9	BOLT	BOLT
Scynexis	TCSF12922005	US8112922005	A30
Virgin Galactic Holdings Inc Class A	TCS1766K4031	US92766K4031	US92766K4031_T04
Silgan Holdings Inc.	TCSF70481091	US8270481091	A29
REX American Resources Corp	TCSF16241052	US7616241052	A29
Hain Celestial Group Inc	US4052171000	US4052171000	SPBXM_OTC
Bausch Health Cos Inc	BBG000DLFM21	CA0717341071	BHC
Virgin Galactic Holdings Inc Class A	TCSF766K1060	US92766K1060	A30
American Tower REIT	TCSF027X1000	US03027X1000	A29
Energy Transfer LP	TCSF273V1008	US29273V1008	A29
Stryker	US8636671013	US8636671013	SPBXM_OTC
Deluxe Corp	TCSF80191012	US2480191012	A29
C.H. Robinson Worldwide	TCSF541W2098	US12541W2098	A30
Onto Innovation Inc	TCSF33441057	US6833441057	A29
Fiserv	TCSF77381088	US3377381088	A29
Summit Therapeutics	BBG00X3GQL76	SMMT	SMMT
АДР MYT Netherlands Parent	TCSF406W1036	US55406W1036	A30
Iveco Group	BBG014H8WZ74	NL0015000LU4	IVG
Monarch Casino & Resort Inc	TCSF90271072	US6090271072	A29
Federated Hermes	BBG000BP0929	FHI	SPBXM
WP Carey REIT	TCSF936U1097	US92936U1097	A29
Anhui Conch Cement	TCSF000001W2	CNE1000001W2	A30
Uber	TCSF353T1007	US90353T1007	A29
SiTime	TCSF982T1060	US82982T1060	A29
Teleflex Inc	TCSF93691069	US8793691069	A29
Comerica Incorporated	US2003401070	US2003401070	SPBXM_OTC
Onconova Therapeutics	TCSF232V8019	US68232V8019	A30
Agnico Eagle Mines	CA0084741085	CA0084741085	SPBXM_OTC
Vulcan Materials	TCSF91601097	US9291601097	A29
TopBuild Corp	US89055F1030	US89055F1030	SPBXM_OTC
China Tower Corporation	BBG00LD1QR26	788	SPBHKEX
Synopsys	TCSF16071076	US8716071076	A29
Endava АДР	BBG00LBLBBJ7	DAVA	SPBXM
OSI Systems Inc	TCSF10441055	US6710441055	A30
ABB Ltd	TCSF03752047	US0003752047	A29
Allison Transmission Holdings	US01973R1014	US01973R1014	SPBXM_OTC
CenterPoint Energy	TCSF189T1079	US15189T1079	A30
RMR Group Inc/The	TCSF967R1068	US74967R1068	A30
Manchester United Plc	KYG5784H1065	KYG5784H1065	SPBXM_OTC
MGM Resorts International	BBG000C2BXK4	MGM	SPBXM
Medical Properties REIT	BBG000BGRB25	MPW	SPBXM
АДР KB Financial Group	BBG000J600W9	KB	KB
AbCellera Biologics	TCSF288U1066	CA00288U1066	A30
89bio	TCSF25591033	US2825591033	A30
ADR Kingsoft Cloud	TCSF639K1016	US49639K1016	A29
Air Products & Chemicals	TCSF91581068	US0091581068	A30
АДР Chunghwa Telecom Co Ltd	BBG000BBYJ94	CHT	CHT
Michael Kors Holdings	BBGHUYNYA002	KORS	SPBXM
Viking Therapeutics, Inc.	BBG006LGV869	US92686J1060	VKTX
Riot Platforms	BBG000BQ4512	RIOT	SPBXM
Viacom	BBG000DHSPT0	VIAB	SPBXM
New Oriental Education & Techn	TCSF75812060	US6475812060	A30
First Solar	US3364331070	US3364331070	SPBXM_OTC
Ultragenyx Pharmaceutical Inc	TCSF400D1081	US90400D1081	A29
Veeva Systems Inc	BBG001CGB489	VEEV	SPBXM
News Corp (A)	TCSF249B1098	US65249B1098	A29
Lululemon Athletica Inc	TCSF00211090	US5500211090	A29
Simon Property Group REIT	US8288061091	US8288061091	SPBXM_OTC
Bruker Corp	TCSF67941087	US1167941087	A29
Planet FItness Inc	TCSF703H1014	US72703H1014	A30
LegalZoom.com	BBG001BWP4C5	LZ	LZ
Cinemark Holdings Inc	BBG000QDVR53	CNK	SPBXM
Flow Traders	TCSF602E1084	BMG3602E1084	A29
AMS OSRAM AG	TCSF00A18XM4	AT0000A18XM4	A30
USA Truck	BBG000CK6317	USAK	USAK
American Financial Group	BBG000DPKKK0	AFG	SPBXM
Nexstar Media Group Inc	TCSF336K1034	US65336K1034	A29
QuantumScape Corporation	US74767V1098	US74767V1098	SPBXM_OTC
Korea Electric Power	BBG000BCWG90	KEP	SPBXM
Benson Hill	BBG00YMWHFK6	BHIL	BHIL
Porch Group	BBG00QYZND30	PRCH	PRCH
Chemed Corp	TCSF359R1032	US16359R1032	A29
Semtech Corp	BBG000DBKR53	SMTC	SPBXM
Appian Corp	TCSF782L1017	US03782L1017	A29
Wintrust Financial	US97650W1080	US97650W1080	SPBXM_OTC
Amcor	TCSFBJ1F3079	JE00BJ1F3079	A30
Бурятзолото	BBG002B24058	BRZL	TQBR
PACCAR	TCSF37181088	US6937181088	A30
ICBC	TCSF000003G1	CNE1000003G1	A30
Mid-America Apartment REIT	US59522J1034	US59522J1034	SPBXM_OTC
Take-Two Interactive Software	US8740541094	US8740541094	SPBXM_OTC
Gray Television Inc	US3893751061	US3893751061	SPBXM_OTC
НОВАТЭК	BBG00475KKY8	NVTK	TQBR
PUMA SE	BBG000BLMTR3	PUM@DE	SPBDE
Webster Financial Corporation	TCSF78901096	US9478901096	A29
ExlService Holdings Inc	BBG000NS3P30	EXLS	SPBXM
China Mobile	HK0941009539	HK0941009539	SPBXM_OTC
Landstar System	TCSF50981018	US5150981018	A29
Vitesse Energy	US92852X1037	US92852X1037	SPBXM_OTC
Goldman Sachs	TCSF141G1040	US38141G1040	A29
Commercial Metals Company	TCSF17231034	US2017231034	A30
SoFi Technologies	TCSF406F1021	US83406F1021	A29
Petropavlovsk PLC	TCS131544546	GB0031544546	GB0031544546_A13
BeyondSpring	BBG00F9YLST6	BYSI	SPBXM
Reckitt Benckiser Group PLC	BBG000C38NP3	RKT/	RKT/
Яндекс	TCS30A107T19	YDEX	SPEQ
Участие в IPO Adaptive Biotechnologies	ISSUANCEADPT	ADPT	ISSUANCEADPT
Apple	TCSF78331005	US0378331005	A30
Occidental Petroleum	US6745991058	US6745991058	SPBXM_OTC
JC Penney Co Inc	BBG000BMF5J0	JCPNQ	JCPNQ
Shake Shack Inc	BBG0063GCHH8	SHAK	SPBXM
Sonoco Products Co	BBG000D7HF89	SON	SPBXM
Fifth Third Bancorp	US3167731005	US3167731005	SPBXM_OTC
Franklin Electric Co	US3535141028	US3535141028	SPBXM_OTC
Intercept Pharmaceuticals Inc	BBG001J1QN87	ICPT	SPBXM
2seventy bio	US9013841070	US9013841070	SPBXM_OTC
GDEV Inc	TCS7529J2092	VGG6529J2092	A11
NVIDIA	TCS8066G1040	US67066G1040	T04
АДР Controladora Vuela Compania de Aviacion	TCSF240E1055	US21240E1055	A30
Capri Holdings Limited	TCSF890L1076	VGG1890L1076	A29
Nokia	US6549022043	US6549022043	SPBXM_OTC
American Woodmark Corp	BBG000BBX657	AMWD	SPBXM
E.ON SE	BBG000BR7PK2	EOAN@DE	SPBDE
Generac Holdings Inc	TCSF87361044	US3687361044	A29
Accelleron Industries	TCSF449R1095	US00449R1095	A29
Resolute Forest Products Inc.	BBG001B585N8	RFP	RFP
Vaxart Inc	US92243A2006	US92243A2006	SPBXM_OTC
SJW Group	TCSF43051043	US7843051043	A30
Checkpoint Therapeutics	TCS00F5TPW72	CKPTold	CKPTold
Enbridge	BBG000K5M1S8	ENB	SPBXM
Axon Enterprise Inc	US05464C1018	US05464C1018	SPBXM_OTC
Upstart Holdings	BBG00PKCBY53	UPST	SPBXM
ICON plc	TCSF05711209	IE0005711209	A29
Сбер Банк - привилегированные акции	TCS109029557	SBERP	SPEQ
VEON	TCSF349W1038	BMG9349W1038	A29
UNITY Biotechnology Inc	BBG00F412FG6	US91381U2006	UBX
Galapagos NV	BBG000BJQY75	GLPG US	GLPG US
Oracle	BBG000BQLTW7	ORCL	SPBXM
COCA-COLA	TCS112161007	US1912161007	T04
William Lyon Homes	BBG003QD77Y6	WLH	SPBXM
Промомед	TCS20A108JF7	PRMD	PTEQ
Seagen Inc.	BBG000BH0FR6	SGEN	SPBXM
Digital Turbine Inc	BBG000HZ3562	APPS	SPBXM
Inseego Corp	BBG00DWX7QH0	INSG	SPBXM
First Majestic Silver Corp	TCSF076V1031	CA32076V1031	A29
Blend Labs	TCSF352U1088	US09352U1088	A30
ЮУНК	BBG002YFXL29	UNKL	TQBR
Sirius XM Holdings Inc	TCS299331004	SIRI	SPBXM
DaVita HealthCare Partners	TCSF918K1088	US23918K1088	A30
Koninklijke Ahold Delhaize NV	TCSF11794037	NL0011794037	A29
АДР Just Eat Takeaway.com N.V.	BBG010R8C3Y4	GRUB	SPBXM
Immunovant Inc	TCSF258J1025	US45258J1025	A29
First Majestic Silver Corp	CA32076V1031	CA32076V1031	SPBXM_OTC
China Yuchai International Ltd	TCSF10821051	BMG210821051	A29
MSCI Inc	TCSF354G1004	US55354G1004	A29
Whoosh	TCSTCS105EX7	WUSH	PSSU
Illinois Tool Works	TCSF23081093	US4523081093	A30
MEI Pharma, Inc.	TCSF279B3015	US55279B3015	A29
Allakos Inc	TCS1671P1003	US01671P1003	A11
Pinduoduo Inc	TCSF23041028	US7223041028	A30
Smoore International	BBG00VSF90M3	6969	SPBHKEX
QuantumScape Corporation	TCSF767V1098	US74767V1098	A30
Kite Realty Group REIT	BBG000BC2KW8	KRG	SPBXM
TechnipFMC	GB00BDSFG982	GB00BDSFG982	SPBXM_OTC
Hapag-Lloyd AG	TCSF0HLAG475	DE000HLAG475	A30
PAR Technology Corporation	TCSF88841036	US6988841036	A30
PepsiCo	TCSF34481081	US7134481081	A29
Addus HomeCare Corp	US0067391062	US0067391062	SPBXM_OTC
Нижнекамскнефтехим	BBG000GQSRR5	NKNC	TQBR
Flowserve	TCSF354P1057	US34354P1057	A30
T-Mobile US Inc	TCSF25901040	US8725901040	A30
Old Dominion Freight Line Inc	US6795801009	US6795801009	SPBXM_OTC
Finjan Holdings	BBG000JCDNT6	FNJN	nasdaq
Hyliion Holdings Corp.	US4491091074	US4491091074	SPBXM_OTC
PROS Holdings	TCSF346Y1038	US74346Y1038	A30
Koninklijke Philips NV	TCSF00009538	NL0000009538	A30
W&T Offshore, Inc.	TCSF922P1066	US92922P1066	A30
China Shenhua Energy	TCSF000002R0	CNE1000002R0	A30
TerraForm Power Inc	BBG006KY8KV2	TERP	nasdaq
Мосгорломбард Оферта	ISSUANCEMOSG	ISSUANCEMOSG	ISSUANCEMOSG
QIAGEN NV	NL0012169213	NL0012169213	SPBXM_OTC
REVOLUTION Medicines Inc	TCSF155X1000	US76155X1000	A29
Mercury Systems	TCSF93781089	US5893781089	A29
Bread Financial	US0185811082	US0185811082	SPBXM_OTC
Rocket Companies	US77311W1018	US77311W1018	SPBXM_OTC
Freshpet Inc	US3580391056	US3580391056	SPBXM_OTC
Liquidia Corporation	BBG001J2P905	US53635D2027	LQDA
NetEase Inc	BBG000BX72V8	NTES	SPBXM
Peloton Interactive Inc	BBG00JG0FFZ2	PTON	SPBXM
ИНАРКТИКА	BBG000W325F7	AQUA	TQBR
MGP Ingredients	BBG000BXK6C5	MGPI	SPBXM
Cutera	TCSF21091082	US2321091082	A30
Ralph Lauren	TCSF12121010	US7512121010	A30
Franklin Resources	BBG000BD0TF8	BEN	SPBXM
Flowers Foods, Inc.	BBG000BB4D72	FLO	SPBXM
Nokia	TCSF49022043	US6549022043	A29
Фонд международных IPO	FAKEFAKE0033	NTFIPOF	NTFIPOF
Urban One	TCSF705J2042	US91705J2042	A30
Raymond James Financial	US7547301090	US7547301090	SPBXM_OTC
Aterian, Inc	TCS2156U2006	US02156U2006	ATER
Gentex Corporation	BBG000BKJ092	GNTX	SPBXM
Las Vegas Sands Corp	BBG000JWD753	LVS	SPBXM
BeiGene АДР	BBG00B6WF7T5	BGNE	SPBXM
PPL	US69351T1060	US69351T1060	SPBXM_OTC
Owl Rock Capital	BBG00DB0XYC4	ORCC	ORCC
GDEV Inc	TCSF529J1003	VGG6529J1003	A30
NextEra Energy	TCS6339F1012	US65339F1012	T04
Monster Beverage	US61174X1090	US61174X1090	SPBXM_OTC
Chefs' Warehouse Inc	TCSF30861011	US1630861011	A30
Franklin Electric Co	TCSF35141028	US3535141028	A29
Brixmor Property Group REIT	TCSF120U1051	US11120U1051	A29
ICU Medical Inc	BBG000CQV2N4	ICUI	SPBXM
SolarWinds Corp	US83417Q2049	US83417Q2049	SPBXM_OTC
Transocean	TCS348265513	CH0048265513	CH0048265513_A11
Софтлайн	TCS70A0ZZBC2	SOFL	PTEQ
Adamis Pharmaceuticals Corp	TCSF547W3079	US00547W3079	A29
Duke Energy Corp	US26441C2044	US26441C2044	SPBXM_OTC
Unity Software	BBG0056JW5G6	U	SPBXM
Aleafia	BBG00FFKC234	CA01444Q1046	ALEAF
ТНС энерго Воронеж	BBG000BX7DH0	VRSB	TQBR
Smith & Wesson Brands	US8317541063	US8317541063	SPBXM_OTC
China Southern Airlines	BBG000BY1DP5	1055	SPBHKEX
Arlo Technologies	TCSF206A1016	US04206A1016	A29
T-Mobile US Inc	TCSF25901040	US8725901040	A29
Siltronic AG	TCSF0WAF3001	DE000WAF3001	A30
Perdoceo Education Corp	TCSF363P1066	US71363P1066	A29
MDU Resources Group, Inc.	BBG000BNX3R4	MDU	SPBXM
SPO Positive Technologies	ISSANCESPOPO	ISSANCESPOPO	ISSANCESPOPO
АФК Система	TCS10A0DQZE3	AFKS	SPEQ
Advanced Disposal Services Inc	BBG003FJ1CY0	ADSW	ADSW
RPM International Inc	US7496851038	US7496851038	SPBXM_OTC
Salesforce	TCSF466L3024	US79466L3024	A30
American Financial Group	TCSF59321042	US0259321042	A29
Silgan Holdings Inc.	TCSF70481091	US8270481091	A30
Statera Biopharma	TCSF75611046	US8575611046	A29
АДР Banco Macro S.A	TCSF961W1053	US05961W1053	A30
Hormel Foods	US4404521001	US4404521001	SPBXM_OTC
Beyond Meat Inc	BBG003CVJP50	BYND	SPBXM
CF Industries Holdings	US1252691001	US1252691001	SPBXM_OTC
Turning Point Therapeutics Inc	BBG00NPL9WH7	TPTX	SPBXM
Nurix Therapeutics Inc	US67080M1036	US67080M1036	SPBXM_OTC
Vuzix Corp	US92921W3007	US92921W3007	SPBXM_OTC
Harpoon Therapeutics	US41358P2056	US41358P2056	HARP
FireEye Inc	TCS0020B4JG7	FEYE_old	FEYE_old
Horizon Acquisition Corp II	BBG00XRGT2Q8	HZON	HZON
Globaltrans Investment PLC	TCS7949E2046	GLTR	SMAL
Allegiant Travel Co	TCSF748X1028	US01748X1028	A29
IPO Cian (партнерам)	ISSUANCECIA1	ISSUANCECIA1	ISSUANCECIA1
Carpenter Technology Corp	TCSF42851036	US1442851036	A29
Aptiv	JE00B783TY65	JE00B783TY65	SPBXM_OTC
Loyalty Ventures	BBG012QVD574	LYLT	SPBXM
STORE Capital Corp REIT	US8621211007	US8621211007	SPBXM_OTC
Enterprise Products Partners	TCSF37921078	US2937921078	A30
Horizon Technology Finance	BBG000QJZTT6	US44045A1025	nasdaq
Collegium Pharmaceutical	TCSF459J1043	US19459J1043	A30
RPC Inc	TCSF96601060	US7496601060	A30
Extra Space Storage REIT	TCSF225T1025	US30225T1025	A29
Middlesex Water Company	BBG000BPGQ60	MSEX	SPBXM
РосДорБанк	BBG0078NQQ09	RDRB	TQBR
Tecnoglass	BBG002Z3L4S8	TGLS	TGLS
ProPetro Holding Corp	BBG00FYCQ352	PUMP	SPBXM
eHealth Inc	BBG000P5JQX6	EHTH	SPBXM
Kamada Ltd	TCSF10941198	IL0010941198	A29
eBay	TCSF86421030	US2786421030	A30
vTv Therapeutics	TCSF83852048	US9183852048	A29
UFP Industries, Inc	US90278Q1085	US90278Q1085	SPBXM_OTC
Shandong Weigao Group Medical Polymer	BBG000LFJVD9	1066	SPBHKEX
JPMorgan	US46625H1005	US46625H1005	SPBXM_OTC
Worthington Industries Inc	TCSF18111026	US9818111026	A30
Samsung Electronics Co Ltd	US7960508882	US7960508882	SPBXM_OTC
Amplitude	BBG012CDTZY6	AMPL	AMPL
Imago Biosciences	BBG007G7WZ80	IMGO	IMGO
I-Mab	BBG00QQ8DFK6	IMAB	IMAB
Greenlane Holdings	TCS953304009	US3953304009	SPBXM_OTC
Caterpillar	US1491231015	US1491231015	SPBXM_OTC
Barrick Gold	TCSF79011084	CA0679011084	A29
Clover Health Investments, Corp.	BBG00SHY90J5	CLOV	SPBXM
Allogene Therapeutics Inc	TCSF97701065	US0197701065	A30
ASE Technology Holding Co Ltd	TCSF215W1009	US00215W1009	A29
EchoStar Corporation	TCSF87681061	US2787681061	A30
CNB Financial Corporation	BBG000BKPZC4	CCNE	CCNE
Danaos Corporation	TCSF968P1218	MHY1968P1218	A30
Kratos Defense & Security Solutions	TCSF077B2079	US50077B2079	A29
Sally Beauty Holdings Inc	TCSF546E1047	US79546E1047	A29
Maravai LifeSciences Holdings	TCSF600D1072	US56600D1072	A29
Abeona Therapeutics Inc.	TCSF289Y2063	US00289Y2063	A29
Y-mAbs Therapeutics	BBG00J2DBMZ8	YMAB	YMAB
Microchip Technology	TCSF50171042	US5950171042	A30
Trip.com Group Ltd	BBG000CWKYS8	US89677Q1076	TCOM
НКХП	TCS00A0BLWD7	RU000A0BLWD7	TILA21
Verisk Analytics	TCSF345Y1064	US92345Y1064	A29
Personalis	TCSF535D1063	US71535D1063	A29
AMN Healthcare Services Inc	BBG000BCT197	AMN	SPBXM
Puma Biotechnology	TCSF587V1070	US74587V1070	A29
Premier Inc	TCSF051N1028	US74051N1028	A29
Corsair Gaming Inc	BBG00HMSHL83	CRSR	SPBXM
CoreCivic	TCSF871N1019	US21871N1019	A30
Rite Aid Corp	BBG000BRWGG9	US7677548726	RAD
REVOLUTION Medicines Inc	TCSF155X1000	US76155X1000	A30
Aytu Biopharma, Inc.	TCSF47548588	US0547548588	A29
National CineMedia	US6353091076	US6353091076	US6353091076
Amgen	US0311621009	US0311621009	SPBXM_OTC
Decibel Therapeutics	BBG00B6KVFJ6	DBTX	DBTX
Central Garden & Pet Co	TCSF35272058	US1535272058	A29
Tsingtao Brewery	BBG000BHWDF9	168	SPBHKEX
NRG Energy	TCSF93775085	US6293775085	A29
Kuaishou Technology	BBG00YYT9BD6	1024	SPBHKEX
Entera Bio Ltd.	TCSF11429839	IL0011429839	A30
MDU Resources Group, Inc.	US5526901096	US5526901096	SPBXM_OTC
Black Diamond Therapeutics Inc	US09203E1055	US09203E1055	SPBXM_OTC
Бест Эффортс Банк	BBG002ZHC363	ALBK	TQBR
Exelon Corporation	US30161N1019	US30161N1019	SPBXM_OTC
Regions Financial	BBG000Q3JN03	RF	SPBXM
Bristow Group Inc	BBG000BQJ4K8	BRS	nyse
Enbridge	CA29250N1050	CA29250N1050	SPBXM_OTC
Precision BioSciences	BBG008NSBPV3	US74019P1084	US74019P1084
АДР Enel Chile SA	BBG00CMP4ZT0	ENIC	ENIC
Labcorp Holdings	TCS149221055	US5049221055	T04
Baker Hughes	TCSF722G1004	US05722G1004	A29
Яковлев	TCS106752979	IRKT	SMAL
Greenbrier Cos Inc	BBG000CF5097	GBX	SPBXM
Anavex Life Sciences Corp.	TCSF27973006	US0327973006	A29
Sonoco Products Co	TCSF54951027	US8354951027	A29
SAP SE	BBG000BG7GX2	SAP@DE	SPBDE
Wyndham Hotels & Resorts	TCSF311A1051	US98311A1051	A30
Independent Bank Corp	TCSF38361084	US4538361084	A29
China Construction Bank	BBG000NW2S18	939	SPBHKEX
Kinder Morgan	TCSF456B1017	US49456B1017	A29
Health Catalyst	BBG00LDPZMS6	HCAT	SPBXM
Group 1 Automotive Inc	TCSF89051095	US3989051095	A30
BRP Inc	BBG004TPGP47	DOOO	nasdaq
3D Systems Corp	US88554D2053	US88554D2053	SPBXM_OTC
Omnicell Inc	US68213N1090	US68213N1090	SPBXM_OTC
Blueprint Medicines Corp	BBG001MC8YF7	BPMC	SPBXM
Участие в IPO Dada Nexus	ISSUANCEDADA	Dada Nexus	Dada Nexus
Мордовская энергосбытовая компания	BBG000MFYK81	MRSB	TQBR
Siltronic AG	TCSF0WAF3001	DE000WAF3001	A29
AllianceBernstein Holding LP	TCSF881G1067	US01881G1067	A30
Williams-Sonoma Inc	TCSF99041011	US9699041011	A29
10X Genomics Inc	TCSF025U1097	US88025U1097	A29
Watts Water Technologies Inc	US9427491025	US9427491025	SPBXM_OTC
Biogen	TCSF062X1037	US09062X1037	A30
MicroStrategy Inc	TCS149724083	MSTR	T04
Iberdrola SA	TCS144583244	ES0144583244	ES0144583244
Smart Sand Inc	BBG004P1F656	US83191H1077	nasdaq
National Presto Industries Inc	TCSF72151042	US6372151042	A30
ConocoPhillips	TCSF825C1045	US20825C1045	A29
Constellation Energy	TCSF037T1097	US21037T1097	A30
МТС	TCS207775219	RU0007775219	TILA21
Tapestry	US8760301072	US8760301072	SPBXM_OTC
Delta Air Lines	US2473617023	US2473617023	SPBXM_OTC
Apple Hospitality REIT	TCSF784Y2000	US03784Y2000	A29
Celsius Holdings	US15118V2079	US15118V2079	SPBXM_OTC
RMR Group Inc/The	BBG00B6V7CJ6	US74967R1068	RMR
АДР Cango Inc.	BBG00L8YVV43	US1375861036	CANG
China Telecom	CNE1000002V2	CNE1000002V2	SPBXM_OTC
Hologic	US4364401012	US4364401012	SPBXM_OTC
New York Times	TCSF01111073	US6501111073	A30
SK Telecom Co.	US78440P3064	US78440P3064	SPBXM_OTC
Amplitude	TCSF213A1043	US03213A1043	A30
Virtus Investment Partners	BBG000DMFQS2	VRTS	SPBXM
Lumentum Holdings Inc	BBG0073F9RT7	LITE	SPBXM
American Electric Power	US0255371017	US0255371017	SPBXM_OTC
Materion Corp	TCSF66901012	US5766901012	A29
КуйбышевАзот - Акции привилегированные	TCS00A0B9BW0	RU000A0B9BW0	TILA21
Angi Inc	TCSF183L1026	US00183L1026	A29
2U Inc	US90214J1016	US90214J1016	SPBXM_OTC
Salesforce	TCSF466L3024	US79466L3024	A29
Ecolab	TCSF88651006	US2788651006	A29
Norfolk Southern	BBG000BQ5DS5	NSC	SPBXM
National Presto Industries Inc	US6372151042	US6372151042	SPBXM_OTC
Kroger	BBG000BMY992	KR	SPBXM
Silverback Therapeutics	TCSF835W1080	US82835W1080	A29
Southern Copper Corp	US84265V1052	US84265V1052	SPBXM_OTC
Anglo American PLC	TCSF485P3001	US03485P3001	A30
DigitalOcean Holdings	BBG00ZGF6SS3	DOCN	SPBXM
Coherent Corp	US19247G1076	US19247G1076	SPBXM_OTC
ZimVie	US98888T1079	US98888T1079	SPBXM_OTC
Bank of New York Mellon	TCSF40581007	US0640581007	A30
Baudax Bio	TCSF160F4046	US07160F4046	A30
ImmunoGen Inc	TCSF253H1014	US45253H1014	A29
China Mobile	BBG000BB0P33	CHL	SPBXM
Pola Orbis	TCSF55900001	JP3855900001	A30
Toro	US8910921084	US8910921084	SPBXM_OTC
Organogenesis Holdings Inc	TCSF621F1021	US68621F1021	A29
Boston Beer Co Inc The	US1005571070	US1005571070	SPBXM_OTC
Avantor Inc	TCSF352A1007	US05352A1007	A29
Kimco Realty REIT	BBG000CN3S73	KIM	SPBXM
Sturm Ruger & Co Inc	TCSF41591081	US8641591081	A30
Day One Biopharmaceuticals	BBG00V1KSN04	DAWN	SPBXM
Dave & Buster's Entertainment Inc	US2383371091	US2383371091	SPBXM_OTC
Clover Health Investments, Corp.	US18914F1030	US18914F1030	SPBXM_OTC
Molecular Templates	BBG000NRVRG3	MTEM	MTEM
DigitalBridge REIT	US25401T6038	US25401T6038	SPBXM_OTC
IAA, Inc.	BBG00K7ZQ662	IAA	SPBXM
Telos Corporation	TCSF969B1017	US87969B1017	A30
ICBC	BBG000Q16VR4	1398	SPBHKEX
Positive Technologies Оферта (2 окно)	ISSANCEPOSI2	ISSANCEPOSI2	ISSANCEPOSI2
Enova International Inc	BBG0022PSJ14	ENVA	nyse
Frequency Therapeutics	BBG00GFMTC38	FREQ	FREQ
Tenable Holdings Inc	BBG00LBLCD02	TENB	SPBXM
Scorpio Tankers Inc	BBG000Q1TVZ0	MHY7542C1306	STNG
Kulicke & Soffa Industries	US5012421013	US5012421013	SPBXM_OTC
TTM Technologies Inc	TCSF305R1095	US87305R1095	A30
Crane Company	TCSF44081046	US2244081046	A29
Domino's Pizza Inc	US25754A2015	US25754A2015	SPBXM_OTC
Outfront Media REIT	BBG004S69ZX4	OUT	OUT
Evergy, Inc	TCSF034W1062	US30034W1062	A29
SmileDirectClub Inc	TCSF192H1068	US83192H1068	A30
Cambium Networks Corporation	BBG00P9KJB87	KYG177661090	CMBM
UniFirst Corp MA	TCSF47081040	US9047081040	A30
Li-Ning	BBG000PTX047	2331	SPBHKEX
MV Oil Trust	TCSF38591091	US5538591091	A30
